-1.256672,2.876746
-1.60294,1.530364
-1.9354,2.671129
-1.46953,0.307672
-2.691172,2.83249
-2.443064,2.753636
-2.607563,2.502363
-2.690003,2.653004
-2.586171,2.867265
-2.327039,2.598208
-1.196982,0.416294
-1.197173,1.06819
-1.338073,0.64535
-1.403273,0.663757
-1.075691,0.649217
-1.27832,1.018485
-1.296569,0.769462
-1.595275,0.906827
-1.366082,0.988884
-1.216168,0.860129
-1.420674,1.074748
-1.297455,1.019768
-1.339563,1.088402
-1.346375,1.059135
-1.304994,0.833318
-1.656621,1.094332
-1.349646,1.26013
-1.387641,1.052661
-1.201944,1.608323
-1.138967,1.4671
-1.500483,1.61823
-2.4138,2.496952
-2.082476,2.812018
-2.585891,2.565182
-1.34107,1.763183
-2.395415,2.251777
-2.345685,2.40322
-1.59374,2.489126
-1.631503,2.598326
-1.06881,0.632281
-1.822446,2.297616
-2.595733,2.155626
-1.285105,1.638435
-1.232808,2.317393
-2.530839,2.548859
-2.61585,2.366154
-2.391604,2.870449
-2.662733,2.741977
-1.862513,2.615129
-2.145168,2.201271
-1.39769,1.591679
-1.059675,1.89215
-1.817193,1.930796
-1.498312,1.448472
-1.422141,1.670181
-1.089756,0.973544
-1.511185,0.96612
-2.137529,1.094245
-1.712157,1.733113
-1.629039,1.45077
-2.190336,2.73506
-1.526345,0.389325
-1.423166,1.893303
-2.003148,0.941492
-1.353118,0.442197
-1.3814,0.91225
-1.557936,2.256661
-2.119731,2.525141
-2.788734,2.765091
-1.53251,-0.013583
-2.868653,2.702031
-2.129258,2.583685
-1.608143,2.815806
-1.366419,1.248865
-1.53912,0.759414
-1.993632,2.708604
-2.470315,2.668393
-2.623953,2.226017
-1.927924,2.293901
-1.245613,0.702287
-1.596241,2.231901
-1.523342,1.595949
-1.187819,1.708103
-1.263994,1.06076
-2.468585,3.061892
-2.08851,2.698847
-2.516965,2.981102
-2.070661,2.932209
-2.543568,2.660194
-2.686,2.902549
-1.384999,0.52713
-2.762829,3.031583
-2.511515,2.298636
-1.331342,1.213044
-2.295568,2.098651
-1.498996,1.059997
-1.239908,1.03031
-1.651777,0.814169
-1.359074,0.713026
-1.09715,1.630215
-2.746806,-2.84743
-2.366565,2.520572
-1.545957,0.762244
-2.585349,2.840866
-2.352852,2.025763
-1.109343,1.114348
-1.332924,0.750638
-1.8459,1.525058
-1.817415,1.898489
-1.156791,1.422043
-1.354509,0.495062
-1.498247,1.149557
-1.012185,1.398187
-1.561481,0.951292
-1.421688,0.786165
-1.291171,0.980647
-1.476978,0.875425
-1.246189,0.569535
-2.735582,2.886068
-1.418499,-0.154691
-1.932797,2.795919
-2.328178,2.620286
-2.448935,3.091573
-1.729455,2.704556
-1.452524,1.431552
-1.075169,1.286834
-1.492399,0.927349
-1.305324,1.63225
-1.60532,1.172487
-1.226487,0.773294
-2.580915,2.785988
-1.422616,1.178227
-1.184536,1.700876
-2.665722,3.004827
-2.890323,2.830636
-2.210796,2.854972
-1.472736,2.124925
-2.370849,2.85981
