-1.256672,2.876746
-1.667837,3.011878
-1.765521,-3.04609
-1.393726,0.770304
-1.904902,2.595876
-2.197636,-2.935345
-1.312817,1.422448
-1.867144,1.131324
-2.17644,2.300991
-1.322871,1.779383
-2.156006,2.136507
-0.949365,0.031706
-1.397978,2.048793
-2.384253,2.550696
-2.705168,-2.879665
-1.736802,1.530725
-1.343238,2.450423
-1.26915,0.267959
-1.183567,2.661371
-1.702867,-0.033177
-2.060266,-0.309352
-2.018097,2.162141
-2.234993,1.265726
-1.68889,0.916063
-2.214607,2.719841
-1.13711,-0.371682
-1.58226,0.497473
-1.207926,1.248453
-1.086528,1.226473
-1.843271,2.646494
-1.975672,1.811122
-1.261825,-0.474234
-2.518105,2.978415
-1.890163,2.974887
-1.324686,1.19013
-1.47057,0.940589
-1.820726,1.572587
-1.975076,2.070751
-2.356928,2.863157
-1.799183,2.405183
-2.336388,2.712549
-2.856292,3.120641
-1.723111,-3.130881
-1.399803,1.737803
-1.340285,0.865359
-1.519775,0.413225
-1.377166,0.110547
-2.655857,3.001161
-2.720655,2.747031
-1.027364,1.846693
-2.560609,2.039829
-1.62703,-0.054833
-1.647104,0.638657
-2.680306,1.806838
-2.530167,2.806912
-2.073045,0.497648
-1.411104,0.582901
-2.547504,-2.573455
-2.422638,3.07626
-1.436923,1.068057
-2.363785,3.069861
-1.704603,2.482971
-1.521763,2.184324
-1.351051,0.644475
-1.262531,0.77438
-1.731053,2.472585
-1.136832,0.602916
-2.207777,1.581814
-1.746826,1.346957
-1.458122,0.868643
-2.678743,2.743644
-2.084443,2.476943
-1.185462,0.620449
-2.590267,3.024495
-2.241352,2.944484
-1.777718,1.860224
-2.486701,3.073802
-1.286747,0.738964
-2.57098,2.611026
-2.58378,2.730739
-2.65421,2.501732
-2.323005,2.375791
-1.034665,0.489503
-1.058866,2.403886
-1.755298,2.802175
-2.091474,2.932623
-2.317565,2.37745
-1.45584,0.380762
-1.222528,0.332365
-1.201581,1.560741
-2.589704,2.335485
-1.409581,1.567477
-1.443886,1.964013
-2.638083,2.601556
-2.282209,2.769457
-2.364532,2.839005
-2.739459,3.053645
-2.683046,2.894025
-1.899134,2.695705
-2.212314,2.724686
-1.843613,1.463491
-1.364874,0.914262
-1.333751,0.820562
-1.817347,1.429644
-2.123618,2.847323
-0.603987,2.199384
-1.486193,2.085278
-2.383869,3.106533
-1.776337,0.421172
-1.885681,0.53279
-1.772478,2.189961
-2.734479,2.572242
-1.188477,2.691272
-1.82109,2.932999
-2.227742,2.192593
-2.559056,2.448506
-1.48432,1.828139
-1.154954,1.115877
-0.933973,2.564631
-2.472254,-2.790984
-1.22546,2.381385
-1.970596,2.834362
-1.483537,2.446284
-2.514664,2.999364
-1.520654,0.695143
-1.656088,1.132473
-1.584432,0.606815
-2.752598,2.22616
-1.7515,1.30658
-1.265803,1.445863
-1.384949,1.196271
-1.322039,1.02614
-1.412879,0.927026
-1.413024,0.885302
-1.361202,0.677523
-1.410865,1.333742
-2.673061,2.725125
-1.248173,0.454729
-1.22838,0.380343
-1.341218,0.712968
-1.113834,0.853224
-1.629364,2.049429
-1.319551,0.58376
-1.287848,0.603787
-2.750254,2.862498
-1.711333,1.494897
-1.995047,2.673803
-2.784594,3.033117
-2.525382,2.65314
-2.41999,2.328726
-1.462959,2.329102
-2.612998,2.643593
-0.986729,0.068644
-2.647595,2.384762
-2.268128,1.918337
-2.076439,0.641025
-1.541161,1.820157
